sample_id	bed_lines	ref_lines	rs_lines	rs_bytes	rs_wall_s	rs_peak_rss_kb
s1833	359222	363901	359222	130282699	28.61	212184
s1834	349554	353997	349554	126742800	22.66	225368
s1835	323390	327274	323390	117226615	29.35	207992
s1836	253609	255437	253609	91672329	26.05	203332
s1837	250930	240026	250930	90686856	18.04	166328
s1838	267313	269286	267313	96616559	60.07	202780
s1839	258651	260535	258651	93484963	24.87	186452
s1840	210290	164041	210290	75970197	19.47	169744
s1841	169300	170272	169300	61159046	46.61	161288
s1842	241752	243457	241752	87386055	18.05	173956
s1843	260552	262637	260552	94156669	21.33	190692
s1844	210307	211795	210307	75985379	28.25	192284
s1845	173790	174875	173790	62764301	41.94	167688
s1846	224499	215048	224499	81121017	17.62	181324
s1847	204337	205684	204337	73844513	31.78	165220
s1848	191297	186022	191297	69084105	46.95	154708
s1849	191761	192897	191761	69263251	22.57	173640
s1850	114277	115041	114277	41312925	10.27	111096
s1851	233058	234767	233058	84204448	21.32	195772
s1852	222675	224319	222675	80468950	19.23	170680
s1853	217230	218729	217230	78489691	17.59	176728
s1854	204639	206003	204639	73916917	19.99	154180
s1855	1048572	1275507	1048572	381678996	86.69	484316
s1856	1060342	1302938	1060342	386304873	93.5	539048
s1857	1146129	1392561	1146129	417278039	127.63	630340
s1858	1173194	1434411	1173194	427146983	145.75	503900
s1859	1082798	1321403	1082798	394093969	111.94	561840
s1860	1391836	1703146	1391836	507062951	310.64	557524
s1861	1161409	1413275	1161409	422867043	113.24	506892
s1862	1387454	1695204	1387454	505405868	130.09	622840
s1863	1621367	1997167	1621367	590610381	137.26	775408
s1864	1744524	2158978	1744524	635717640	196.57	645040
s1865	1165747	1419274	1165747	424113792	93.43	577288
s1866	1068393	1286189	1068393	389139777	98.4	525972
s1867	1336243	1628396	1336243	486501839	129.91	705668
s1868	1151347	1265975	1151347	419526766	108.37	608836
s1869	1250447	1540129	1250447	455675528	131.45	664936
s1870	1040754	1269781	1040754	378954081	79.89	526872
s1871	917587	1128822	917587	334548551	104.08	514952
s1872	1158925	1438456	1158925	422010717	100.88	622956
s1873	876088	1071505	876088	318933950	86.55	460128
s1874	694107	840631	694107	253066485	101.69	443164
s1875	1407387	1689762	1407387	512469815	144.75	670392
s1876	361271	424068	361271	131798864	60.61	296672
s1877	1106255	1394953	1106255	403050457	106.62	563236
s1878	311094	372018	311094	113581447	49.53	253960
s1879	874353	1095936	874353	318183761	108.55	511396
s1880	699530	759052	699530	254831565	63.95	382740
s1881	1461268	1828878	1461268	531668099	110.29	702632
s1882	682252	815757	682252	247788137	76.92	396568
s1883	2095341	2637541	2095341	762918283	177.97	942828
s1884	1816481	2278948	1816481	661775508	164.68	764008
s1885	1722069	2168075	1722069	627506026	160.47	891596
s1886	1859677	2326019	1859677	677173253	147.02	797768
s1887	1879543	2373907	1879543	684618918	148.95	735704
s1888	1963201	2455225	1963201	715083283	140.74	759720
s1889	1428409	1742705	1428409	519738854	113.46	675768
s1890	1947325	2406202	1947325	709356104	375.36	884048
s1891	1345710	1588953	1345710	490104203	119.66	651032
s1892	2038883	2524768	2038883	742832470	381.86	943560
s1893	1396162	1731140	1396162	508821756	178.11	643684
s1894	1296367	1599674	1296367	471832665	102.12	657112
s1895	1754078	2162312	1754078	639547334	151.53	880140
s1896	420057	493950	420057	152609923	46.9	309120
s1897	2075500	2615496	2075500	756967830	191.24	929396
s1898	2091360	2619940	2091360	762766555	167.02	742664
s1899	1914732	2416837	1914732	698059108	140.51	787500
s1900	1825253	2268299	1825253	665946799	141.23	863060
s1901	281906	319073	281906	102377784	36.2	249880
s1902	1898112	2345650	1898112	692525940	163.58	769884
s1903	1683295	2117748	1683295	614241768	159.88	790976
s1904	877097	1094802	877097	320012635	75.11	478896
s1905	1616979	1991875	1616979	590985147	166.85	884668
s1906	874975	1094400	874975	320057833	85.35	624340
s1907	269615	309881	269615	97876690	47.07	291340
s1908	1767794	2170471	1767794	645874710	173.32	691956
s1909	1481055	1826688	1481055	541150508	145.19	651740
s1910	1706717	2083937	1706717	623384086	152.95	679116
s1911	1423269	1765227	1423269	518809669	112.93	709512
s1912	1568736	1927713	1568736	572080719	142.23	708212
s1913	1967560	2468325	1967560	717775440	157.0	910432
s1914	1498088	1899718	1498088	545731369	156.86	723072
s1915	1271607	1592683	1271607	464424618	115.35	694768
s1916	1736732	2176530	1736732	634280066	157.68	747312
s1917	1635304	2030324	1635304	596874170	125.94	829480
s1918	1742957	2154564	1742957	636111740	197.85	671944
s1919	1567290	1958233	1567290	572298712	158.79	797940
s1920	1450189	1786220	1450189	527637281	118.24	716440
s1921	1548158	1909068	1548158	565151998	147.25	810456
s1922	1572122	1944557	1572122	573922715	205.85	762372
s1923	1365061	1702570	1365061	498430574	192.69	725724
s1924	1978241	2473717	1978241	722322054	153.23	915040
s1925	1449311	1780720	1449311	529112958	139.7	624288
s1926	1758544	2205649	1758544	639815508	148.47	688432
s1927	1251324	1510553	1251324	454702335	89.06	603536
s1928	753289	889357	753289	273879719	78.07	374160
s1929	1130930	1367662	1130930	411753407	164.22	546828
s1930	910719	1114076	910719	331654770	89.93	479600
s1931	917923	1130503	917923	334427121	85.98	448436
s1932	482932	585544	482932	176184692	57.1	414652
s1933	458217	529654	458217	166885880	51.38	342116
s1934	888232	1094869	888232	323906253	102.43	513248
s1935	878843	1028078	878843	320351836	81.36	454324
s1936	1286690	1635384	1286690	468982376	139.85	718572
s1937	991587	1218092	991587	361744158	91.45	526928
s1938	716675	858503	716675	261090398	163.14	381588
s1939	509369	615506	509369	185646059	70.98	346848
s1940	876617	1066124	876617	319681472	99.03	494616
s1941	611343	726360	611343	222891318	152.84	343020
s1942	967538	1200673	967538	353058463	121.82	526108
s1943	796516	955468	796516	290526920	232.19	389812
s1944	844266	1034795	844266	308067482	115.92	464260
s1945	1031968	1264674	1031968	376414685	104.39	493368
s1946	298476	346741	298476	108813280	50.82	282092
s1947	479920	563634	479920	174812462	70.47	364648
s1948	1120176	1393945	1120176	408907142	140.64	549660
s1949	421756	498259	421756	153206881	52.57	280444
s1950	707981	850315	707981	258332049	86.8	448376
s1951	730054	876261	730054	266368455	80.84	410636
s1952	887981	1085322	887981	323820569	154.55	381252
s1953	296379	321184	296379	108041610	63.05	314532
s1954	961556	1183840	961556	350813076	111.63	559732
